RGB_medio_cafe,R_medio_cafe,G_medio_cafe,B_medio_cafe,RGB_std_cafe,R_std_cafe,G_std_cafe,B_std_cafe,RGB_medio_folha,RGB_std_folha,HSV_medio_cafe,H_medio_cafe,S_medio_cafe,V_medio_cafe,HSV_std_cafe,H_std_cafe,S_std_cafe,V_std_cafe,HSV_medio_folha,HSV_std_folha,Agtron
80.848,41.334,67.555,133.656,69.593,30.601,47.908,82.287,127.229,88.644,108.357,7.922,183.493,133.656,88.2,1.371,13.851,82.287,83.495,75.045,Agtron 45
78.321,38.766,66.158,130.04,69.341,28.437,47.597,83.445,127.229,88.644,107.269,8.154,183.612,130.04,88.003,1.514,9.886,83.445,83.495,75.045,Agtron 45
79.602,40.571,67.932,130.304,70.76,31.439,51.145,84.773,141.496,76.736,107.171,8.186,183.024,130.304,88.48,1.853,14.463,84.773,87.185,73.467,Agtron 45
77.014,39.0,64.961,127.082,70.414,30.621,49.488,85.969,141.496,76.736,106.561,8.166,184.434,127.082,88.982,1.373,13.919,85.969,87.185,73.467,Agtron 45
79.595,39.164,66.599,133.021,69.707,27.49,47.635,83.033,141.496,76.736,108.483,7.924,184.503,133.021,88.483,1.789,9.822,83.033,87.185,73.467,Agtron 45
75.201,36.327,63.984,125.292,70.465,28.982,50.024,86.066,141.496,76.736,105.965,8.176,184.427,125.292,88.69,1.876,9.707,86.066,87.185,73.467,Agtron 45
84.919,39.654,74.73,140.373,70.907,28.73,48.946,81.45,128.671,87.239,113.394,9.792,190.017,140.373,89.788,1.479,14.727,81.45,84.858,75.467,Agtron 55
84.756,39.282,75.105,139.881,70.812,29.126,49.06,81.166,128.671,87.239,114.296,10.162,192.844,139.881,90.506,1.119,17.798,81.166,84.858,75.467,Agtron 55
83.568,38.445,73.141,139.117,70.537,28.505,48.267,80.956,128.671,87.239,114.303,9.892,193.901,139.117,90.786,1.021,17.834,80.956,84.858,75.467,Agtron 55
84.395,40.486,74.577,138.123,71.525,31.045,51.773,82.414,128.671,87.239,112.033,9.551,188.424,138.123,89.632,1.881,16.941,82.414,84.858,75.467,Agtron 55
79.185,36.712,66.491,134.354,69.715,26.772,47.248,81.381,136.246,80.975,110.601,8.272,189.177,134.354,89.376,1.827,11.348,81.381,88.875,74.984,Agtron 55
81.364,40.128,69.553,134.413,69.813,28.459,49.695,81.78,136.246,80.975,108.948,8.489,183.942,134.413,87.929,2.023,11.734,81.78,88.875,74.984,Agtron 55
83.385,40.153,71.678,138.323,69.891,27.86,48.843,80.426,136.246,80.975,110.859,8.653,185.6,138.323,88.321,2.026,11.945,80.426,88.875,74.984,Agtron 55
83.549,38.365,75.36,136.924,70.688,28.25,50.728,81.617,136.171,79.576,112.639,10.456,190.539,136.924,89.344,1.689,13.54,81.617,87.956,73.897,Agtron 65
88.79,42.307,79.936,144.127,72.102,32.565,51.736,80.98,136.171,79.576,114.229,10.408,188.152,144.127,89.644,1.435,20.273,80.98,87.956,73.897,Agtron 65
84.026,38.435,76.166,137.478,71.092,28.962,51.186,81.889,136.171,79.576,113.255,10.577,191.709,137.478,89.886,1.552,15.674,81.889,87.956,73.897,Agtron 65
85.785,39.791,77.819,139.745,70.625,28.881,50.605,80.488,136.171,79.576,113.406,10.586,189.887,139.745,89.118,1.631,15.171,80.488,87.956,73.897,Agtron 65
85.542,39.591,77.136,139.898,70.167,28.267,50.242,79.436,136.999,81.044,112.943,10.508,188.422,139.898,88.3,1.755,12.692,79.436,88.572,74.871,Agtron 65
82.933,36.817,75.728,136.253,70.858,26.976,51.546,81.588,136.999,81.044,112.517,10.63,190.669,136.253,89.134,2.002,11.049,81.588,88.572,74.871,Agtron 65
86.168,38.767,78.688,141.048,71.174,27.854,51.946,80.051,136.999,81.044,114.043,10.702,190.38,141.048,89.093,1.958,12.841,80.051,88.572,74.871,Agtron 65
86.064,39.806,78.669,139.718,71.534,28.986,52.931,81.464,136.999,81.044,112.611,10.732,187.384,139.718,88.513,1.781,12.598,81.464,88.572,74.871,Agtron 65
88.002,39.676,79.172,145.158,71.288,27.957,50.863,78.723,139.595,81.243,115.548,10.446,191.039,145.158,89.46,1.825,13.651,78.723,88.269,74.987,Agtron 65
85.332,39.648,77.265,139.081,70.638,29.078,51.81,79.99,139.595,81.243,112.882,10.576,188.99,139.081,88.606,1.658,14.371,79.99,88.269,74.987,Agtron 65
86.576,37.583,78.996,143.151,72.157,27.504,51.644,80.856,139.595,81.243,115.673,10.811,193.056,143.151,90.31,1.75,13.701,80.856,88.269,74.987,Agtron 65
87.83,38.928,79.745,144.818,71.609,27.665,50.496,79.775,140.208,77.972,116.072,10.868,192.53,144.818,90.007,1.593,14.042,79.775,88.392,73.943,Agtron 65
93.149,45.851,88.972,144.623,71.271,31.508,55.242,79.312,129.461,81.577,112.602,12.168,181.016,144.623,86.232,1.99,14.853,79.312,85.209,71.824,Agtron 75
85.962,40.147,80.813,136.927,71.334,30.005,54.34,81.789,129.461,81.577,112.132,11.747,187.722,136.927,88.168,1.644,14.923,81.789,85.209,71.824,Agtron 75
85.568,39.223,78.407,139.074,69.655,27.905,50.645,78.42,129.461,81.577,113.023,11.159,188.837,139.074,87.799,1.41,13.087,78.42,85.209,71.824,Agtron 75
89.131,42.634,84.801,139.959,71.949,30.748,56.171,81.642,129.461,81.577,112.027,11.921,184.202,139.959,87.345,2.16,14.38,81.642,85.209,71.824,Agtron 75
86.773,40.524,81.082,138.715,71.465,30.328,54.306,81.14,129.461,81.577,112.546,11.52,187.402,138.715,88.126,1.71,14.753,81.14,85.209,71.824,Agtron 75
87.429,42.348,82.977,136.961,70.357,30.747,54.686,80.055,129.461,81.577,110.941,11.901,183.96,136.961,86.547,1.772,15.539,80.055,85.209,71.824,Agtron 75
89.633,42.515,84.371,142.013,71.058,30.195,53.574,79.838,129.461,81.577,112.984,11.775,185.163,142.013,87.331,1.718,14.404,79.838,85.209,71.824,Agtron 75
74.879,63.683,69.185,91.768,80.46,70.505,74.997,91.557,137.061,76.767,86.944,75.361,93.702,91.768,72.732,82.526,21.761,91.557,95.551,69.075,Agtron 25
73.397,63.612,67.604,88.977,79.944,71.037,74.005,90.983,137.061,76.767,93.386,90.408,100.771,88.977,73.945,81.777,36.817,90.983,95.551,69.075,Agtron 25
84.819,70.735,77.215,106.509,79.404,68.163,73.642,90.105,137.061,76.767,90.806,59.69,106.22,106.509,73.848,77.577,27.768,90.105,95.551,69.075,Agtron 25
79.534,67.703,73.111,97.788,81.33,72.348,75.883,91.305,137.061,76.767,88.275,74.424,92.612,97.788,72.882,81.337,26.113,91.305,95.551,69.075,Agtron 25
94.162,78.488,87.049,116.951,80.401,70.845,74.063,89.85,129.267,76.267,81.767,7.844,120.409,117.048,79.099,13.166,47.904,89.996,93.182,67.151,Agtron 25
96.426,78.566,88.389,122.323,78.828,68.398,72.78,87.248,129.267,76.267,86.957,6.751,131.796,122.323,83.109,0.729,58.434,87.248,93.182,67.151,Agtron 25
78.933,66.458,73.257,97.086,80.416,69.433,74.518,92.245,129.267,76.267,74.351,7.318,118.648,97.086,76.194,16.36,40.832,92.245,93.182,67.151,Agtron 25
82.819,70.37,80.829,97.258,83.568,73.481,81.467,92.45,111.933,75.374,50.894,7.078,48.347,97.258,69.627,5.932,43.421,92.45,100.883,56.5,Agtron 25
89.993,77.291,87.241,105.447,84.243,76.15,81.122,92.214,111.933,75.374,55.382,9.208,51.345,105.595,71.555,16.011,43.45,92.448,100.883,56.5,Agtron 25
78.164,61.038,77.131,96.322,80.399,65.515,77.124,92.346,111.933,75.374,74.436,10.144,116.841,96.322,72.379,4.352,27.545,92.346,100.883,56.5,Agtron 25
87.677,72.642,85.618,104.77,83.267,72.092,80.538,92.703,111.933,75.374,77.754,12.756,115.737,104.77,75.386,2.655,45.29,92.703,100.883,56.5,Agtron 25
73.568,62.189,73.062,85.453,81.434,70.433,79.689,91.174,120.146,93.749,44.901,9.483,39.606,85.612,66.504,15.983,41.324,91.462,96.185,70.138,Agtron 25
81.873,69.984,79.967,95.667,83.375,74.195,80.898,92.031,120.146,93.749,50.252,9.878,45.062,95.817,69.267,20.146,41.69,92.285,96.185,70.138,Agtron 25
79.653,73.988,76.48,88.491,84.482,80.112,81.239,90.96,120.146,93.749,79.101,63.906,84.026,89.372,67.664,56.656,40.311,92.412,96.185,70.138,Agtron 25
75.134,69.933,71.483,83.985,84.006,78.947,80.419,91.394,120.146,93.749,73.152,64.086,70.964,84.407,64.836,57.024,25.662,92.126,96.185,70.138,Agtron 25
99.082,68.682,92.883,135.68,73.074,51.19,64.231,83.495,132.378,81.484,96.22,9.884,143.097,135.68,79.752,2.133,29.945,83.495,93.553,70.574,Agtron 35
93.359,65.078,87.931,127.069,75.088,52.636,66.867,87.79,132.378,81.484,94.979,9.947,147.922,127.069,81.807,1.879,36.104,87.79,93.553,70.574,Agtron 35
99.824,72.207,93.472,133.794,73.482,54.063,64.874,84.324,132.378,81.484,94.488,9.572,140.097,133.794,80.373,1.877,37.805,84.324,93.553,70.574,Agtron 35
99.423,67.845,94.124,136.3,73.225,51.66,64.807,82.655,134.847,76.842,99.287,10.794,150.767,136.3,82.116,1.618,39.29,82.655,94.055,69.157,Agtron 35
95.518,65.118,89.918,131.519,73.381,51.75,64.517,84.036,134.847,76.842,96.823,10.105,148.843,131.519,80.775,2.29,32.814,84.036,94.055,69.157,Agtron 35
97.308,67.274,91.213,133.437,73.138,52.715,64.213,83.072,134.847,76.842,98.285,10.354,151.065,133.437,82.297,1.437,40.767,83.072,94.055,69.157,Agtron 35
97.375,66.091,91.442,134.593,72.7,50.059,64.091,82.725,134.847,76.842,98.731,10.314,151.286,134.593,81.86,1.841,37.294,82.725,94.055,69.157,Agtron 35
88.695,69.572,86.514,109.999,79.368,64.11,75.708,90.729,127.333,76.905,82.981,11.191,127.754,109.999,77.471,2.239,43.362,90.729,113.033,59.692,Agtron 35
89.083,61.901,88.966,116.381,78.597,57.283,73.828,91.194,127.333,76.905,95.346,14.372,155.286,116.381,84.3,0.855,49.093,91.194,113.033,59.692,Agtron 35
91.161,68.029,89.025,116.428,79.285,61.963,75.03,90.616,127.333,76.905,87.134,11.767,133.208,116.428,77.848,2.008,36.12,90.616,113.033,59.692,Agtron 35
90.703,71.406,87.918,112.785,79.469,64.411,75.517,90.7,120.458,71.504,82.661,11.115,124.083,112.785,76.493,1.575,39.782,90.7,109.968,54.225,Agtron 35
87.949,72.398,85.727,105.723,82.013,69.655,79.204,92.144,120.458,71.504,78.821,10.978,119.762,105.723,76.746,1.609,46.625,92.144,109.968,54.225,Agtron 35
87.097,72.541,84.227,104.521,81.059,69.154,77.789,91.403,120.458,71.504,77.058,10.154,116.499,104.521,76.111,1.644,47.282,91.403,109.968,54.225,Agtron 35
90.503,71.642,88.225,111.641,80.065,65.079,76.227,91.528,120.458,71.504,81.657,11.329,122.002,111.641,76.315,1.606,40.237,91.528,109.968,54.225,Agtron 35
95.345,57.726,91.905,136.403,70.849,42.272,60.011,80.98,134.478,76.09,102.751,12.166,159.685,136.403,80.997,1.809,23.261,80.98,93.612,68.979,Agtron 45
94.606,58.505,91.356,133.958,70.528,41.397,60.466,81.796,134.478,76.09,100.655,12.38,155.628,133.958,79.811,1.402,22.212,81.796,93.612,68.979,Agtron 45
100.753,65.866,96.817,139.577,70.113,44.672,60.985,79.329,134.478,76.09,99.714,12.004,147.562,139.577,78.475,1.476,24.667,79.329,93.612,68.979,Agtron 45
99.785,61.499,96.291,141.565,70.841,42.822,60.513,79.599,134.478,76.09,103.68,12.475,156.999,141.565,80.669,1.71,24.23,79.599,93.612,68.979,Agtron 45
81.269,56.675,80.67,106.461,76.159,54.071,72.151,89.616,117.169,75.989,86.976,12.28,142.188,106.461,77.148,3.097,28.41,89.616,105.804,56.923,Agtron 45
81.856,58.542,81.192,105.835,77.324,56.434,73.433,90.778,117.169,75.989,86.952,12.191,142.83,105.835,78.703,3.021,35.559,90.778,105.804,56.923,Agtron 45
85.751,60.062,85.062,112.128,77.523,55.217,73.463,90.707,117.169,75.989,88.829,12.658,141.7,112.128,78.02,2.656,29.769,90.707,105.804,56.923,Agtron 45
87.147,58.858,87.056,115.527,75.995,52.138,71.051,89.182,119.538,75.0,95.829,13.32,158.641,115.527,84.045,2.661,45.71,89.182,102.716,57.266,Agtron 45
84.894,57.362,83.854,113.467,76.519,51.971,71.479,90.442,119.538,75.0,93.927,13.309,155.005,113.467,82.274,1.566,38.897,90.442,102.716,57.266,Agtron 45
80.713,55.204,80.11,106.827,76.854,53.496,72.763,90.722,119.538,75.0,89.437,12.278,149.207,106.827,79.709,3.132,31.498,90.722,102.716,57.266,Agtron 45
79.356,54.357,79.082,104.63,76.587,54.021,72.569,90.267,119.538,75.0,93.697,13.791,162.671,104.63,85.142,1.436,48.327,90.267,102.716,57.266,Agtron 45
99.54,57.639,97.153,143.828,72.175,43.036,61.458,79.22,132.829,79.117,108.24,12.966,167.924,143.828,83.766,1.951,29.405,79.22,92.911,69.777,Agtron 55
96.348,56.092,94.645,138.305,70.622,40.616,60.282,79.339,132.829,79.117,105.044,13.356,163.471,138.305,81.118,1.567,22.728,79.339,92.911,69.777,Agtron 55
100.332,58.644,97.298,145.055,71.059,41.587,59.537,78.273,132.829,79.117,107.842,13.126,165.345,145.055,82.693,1.011,26.905,78.273,92.911,69.777,Agtron 55
99.059,58.043,96.678,142.455,71.001,41.839,59.901,78.826,132.829,79.117,106.747,13.214,164.572,142.455,82.162,1.284,25.87,78.826,92.911,69.777,Agtron 55
85.219,51.116,86.73,117.81,76.303,48.975,70.352,88.831,133.386,80.345,103.91,14.284,179.635,117.81,89.976,2.977,49.265,88.831,99.108,65.818,Agtron 55
90.711,53.874,92.155,126.104,77.486,48.913,71.039,89.228,133.386,80.345,103.879,14.63,170.903,126.104,86.25,2.34,37.393,89.228,99.108,65.818,Agtron 55
86.607,50.509,88.081,121.231,75.377,45.993,68.495,87.943,133.386,80.345,103.689,14.324,175.512,121.231,86.965,2.89,38.654,87.943,99.108,65.818,Agtron 55
83.285,47.473,83.353,119.029,75.546,43.966,68.333,89.215,137.555,78.581,103.779,13.364,178.945,119.029,88.083,2.773,35.376,89.215,95.81,67.709,Agtron 55
87.153,49.788,86.977,124.692,76.387,44.944,68.792,89.147,137.555,78.581,105.107,13.262,177.367,124.692,87.977,2.859,34.981,89.147,95.81,67.709,Agtron 55
83.878,45.076,84.414,122.145,75.303,42.144,66.65,88.448,137.555,78.581,108.382,13.765,189.238,122.145,91.681,2.689,41.311,88.448,95.81,67.709,Agtron 55
83.976,45.778,84.892,121.259,74.59,41.0,67.287,87.363,137.555,78.581,105.413,13.753,181.226,121.259,87.883,2.935,33.6,87.363,95.81,67.709,Agtron 55
87.479,47.067,88.625,126.744,74.951,42.214,66.345,86.562,137.555,78.581,107.721,14.112,182.307,126.744,88.12,2.988,33.258,86.562,95.81,67.709,Agtron 55
97.416,53.187,97.583,141.477,70.956,39.569,58.876,78.578,129.606,77.916,109.777,14.803,173.05,141.477,83.551,1.059,27.177,78.578,91.815,68.622,Agtron 65
99.717,53.391,100.21,145.55,70.494,37.624,57.476,77.085,129.606,77.916,111.356,14.971,173.548,145.55,83.398,1.059,24.406,77.085,91.815,68.622,Agtron 65
104.0,56.714,104.852,150.435,72.322,40.915,59.887,77.705,129.606,77.916,112.715,15.126,172.585,150.435,84.399,1.153,28.27,77.705,91.815,68.622,Agtron 65
96.434,52.678,96.939,139.686,73.717,40.506,63.703,82.572,138.68,73.909,109.257,14.44,173.645,139.686,84.845,1.758,26.697,82.572,94.997,69.153,Agtron 65
96.562,52.976,95.759,140.951,71.341,39.176,60.115,79.054,138.68,73.909,108.462,14.092,170.342,140.951,82.79,1.327,22.824,79.054,94.997,69.153,Agtron 65
92.504,51.538,92.131,133.844,71.499,39.75,60.719,81.743,138.68,73.909,105.9,14.276,169.58,133.844,82.489,1.332,22.33,81.743,94.997,69.153,Agtron 65
99.492,54.954,100.252,143.27,70.536,38.873,58.365,78.152,138.68,73.909,109.091,15.081,168.922,143.27,82.164,1.158,23.619,78.152,94.997,69.153,Agtron 65
94.054,51.394,93.921,136.848,71.015,39.024,59.63,79.997,138.68,73.909,107.723,14.453,171.868,136.848,82.914,1.363,23.684,79.997,94.997,69.153,Agtron 65
83.92,44.147,86.178,121.436,74.787,40.609,67.049,87.409,145.024,78.34,106.542,14.992,183.2,121.436,87.64,2.254,30.287,87.409,95.686,70.944,Agtron 65
87.84,47.824,90.421,125.276,74.404,41.921,66.836,85.873,145.024,78.34,106.796,15.094,180.02,125.276,86.952,2.571,34.48,85.873,95.686,70.944,Agtron 65
90.73,50.588,93.467,128.134,74.937,42.314,67.587,86.43,145.024,78.34,106.287,15.318,175.409,128.134,85.918,2.491,33.744,86.43,95.686,70.944,Agtron 65
89.557,45.597,92.87,130.206,76.18,41.239,68.014,86.531,145.024,78.34,110.338,15.192,185.617,130.206,88.712,3.242,31.573,86.531,95.686,70.944,Agtron 65
92.743,48.749,96.294,133.185,76.528,41.547,68.504,86.988,136.706,81.255,109.631,14.984,180.725,133.185,87.724,3.866,30.617,86.988,87.179,71.283,Agtron 65
83.223,44.365,85.966,119.338,76.128,41.88,69.376,89.429,136.706,81.255,106.26,14.762,184.679,119.338,89.195,3.232,34.158,89.429,87.179,71.283,Agtron 65
92.857,46.365,96.668,135.54,76.667,41.654,67.754,85.498,136.706,81.255,113.992,15.62,190.815,135.54,91.004,2.699,38.535,85.498,87.179,71.283,Agtron 65
99.06,55.818,100.377,140.984,72.335,40.395,62.222,81.022,136.735,75.026,107.98,15.338,167.618,140.984,82.539,0.874,25.378,81.022,94.348,69.124,Agtron 75
100.834,56.632,101.913,143.957,71.542,39.769,60.91,79.049,136.735,75.026,108.873,15.279,167.383,143.957,82.211,0.952,24.741,79.049,94.348,69.124,Agtron 75
100.451,56.568,101.347,143.438,71.741,39.938,61.075,79.628,136.735,75.026,108.458,15.294,166.641,143.438,82.065,1.021,23.959,79.628,94.348,69.124,Agtron 75
96.858,52.271,97.557,140.747,72.373,38.738,61.162,80.977,136.735,75.026,109.858,14.969,173.857,140.747,84.153,1.122,25.152,80.977,94.348,69.124,Agtron 75
89.306,45.647,92.508,129.764,74.81,40.536,66.411,84.752,139.916,85.372,110.942,15.416,187.646,129.764,89.12,2.515,35.707,84.752,87.97,74.084,Agtron 75
88.88,43.829,92.453,130.358,75.282,38.44,66.93,85.336,139.916,85.372,111.954,15.401,190.102,130.358,89.777,2.703,33.494,85.336,87.97,74.084,Agtron 75
93.47,47.029,97.193,136.187,75.911,40.179,66.875,84.885,139.916,85.372,112.64,15.502,186.23,136.187,88.847,2.95,32.578,84.885,87.97,74.084,Agtron 75
93.71,47.333,97.268,136.528,75.565,40.429,66.159,84.391,139.916,85.372,112.302,15.332,185.045,136.528,88.311,3.285,31.335,84.391,87.97,74.084,Agtron 75
